"","Apparent_Temperature","Cloud_Cover","Dew_Point","Humidity","Pressure","Temperature","Visibility","Wind_Speed","Day_of_week","Hr_of_day","Demand"
"608",13.91,0.26,11.49,0.85,1000.11,13.91,16.09,7.77,"wkday","07",14883
"609",12.72,0.28,9.44,0.8,1001.31,12.72,16.09,8.53,"wkday","08",14547
"610",12.57,0.14,8.93,0.79,1002.07,12.57,16.09,6.87,"wkday","09",14635
"611",12.81,0.21,8.15,0.73,1002.48,12.81,16.09,6.07,"wkday","10",14399
"612",13.91,0.53,8.09,0.68,1002.5,13.91,16.09,8.67,"wkday","11",14200
"613",14.89,0.62,9.57,0.7,1002.35,14.89,16.09,7.55,"wkday","12",14400
"614",16.11,0.42,9.64,0.65,1001.98,16.11,16.09,8.5,"wkday","13",14539
"615",15.37,0.34,8.43,0.63,1002.46,15.37,16.09,11.12,"wkday","14",14698
"616",14.29,0.29,7.49,0.64,1002.46,14.29,16.09,12.01,"wkday","15",15003
"617",14.72,0.2,7.5,0.62,1002.2,14.72,16.09,12.78,"wkday","16",15462
"618",14.44,0.23,7.74,0.64,1002.6,14.44,16.09,10.88,"wkday","17",15922
"619",13.37,0.21,7.99,0.7,1003.03,13.37,15.76,8.87,"wkday","18",16127
"620",12.28,0.58,7.39,0.72,1003.65,12.28,16.09,7.29,"wkday","19",15755
"621",12.59,0.21,6.63,0.67,1003.88,12.59,16.09,9.11,"wkday","20",15010
"622",11.91,0.24,5.89,0.67,1004,11.91,16.09,10.91,"wkday","21",13830
"623",11.73,0.24,6.48,0.7,1004.08,11.73,15.74,7.35,"wkday","22",12759
"624",11.27,0.29,6.28,0.71,1003.91,11.27,16.09,7.16,"wkday","23",11955
"625",10.92,0.62,6.66,0.75,1003.1,10.92,16.09,7.81,"wkday","00",11582
"626",10.82,0.61,6.03,0.72,1002.97,10.82,16.09,7.72,"wkday","01",11360
"627",10.09,0.56,5.86,0.75,1002.77,10.09,16.09,8.34,"wkday","02",11232
"628",8.75,0.56,5.66,0.78,1002.82,9.33,16.09,5.87,"wkday","03",11324
"629",7.98,0.26,5.1,0.77,1002.81,8.83,16.09,6.58,"wkday","04",11858
"630",7.54,0.79,4.88,0.79,1002.89,8.4,16.09,6.37,"wkday","05",13149
"631",6.67,0.73,4.96,0.8,1003.19,8.22,16.09,9.22,"wkday","06",14988
"632",7.14,0.75,4.63,0.79,1003.48,8.02,16.09,6.23,"wkday","07",15301
"633",6.93,0.75,4.27,0.78,1003.65,7.89,16.09,6.49,"wkday","08",15046
"634",6.8,0.78,4.19,0.77,1004.25,7.99,16.09,7.4,"wkday","09",14817
"635",6.94,0.64,3.65,0.71,1004.46,8.56,16.09,9.93,"wkday","10",14469
"636",8.09,0.19,3.58,0.67,1004.72,9.43,16.09,9.29,"wkday","11",14439
"637",10.62,0.21,3.19,0.6,1004.97,10.62,16.09,8.56,"wkday","12",14438
"638",10.88,0.19,2.93,0.58,1004.85,10.88,16.09,6.76,"wkday","13",14534
"639",11.28,0.62,2.88,0.56,1004.95,11.28,16.09,7.53,"wkday","14",14861
"640",11.81,0.77,2.88,0.54,1005.28,11.81,16.09,9.27,"wkday","15",15368
"641",11.49,0.65,2.84,0.55,1005.7,11.49,16.09,8.19,"wkday","16",15854
"642",11.13,0.65,2.74,0.56,1006.09,11.13,16.09,6.65,"wkday","17",16369
"643",10.77,0.77,2.19,0.55,1007.21,10.77,16.09,6.23,"wkday","18",16642
"644",10.12,0.82,2.12,0.58,1008.28,10.12,16.09,5.83,"wkday","19",16385
"645",9.27,0.63,2.13,0.61,1008.71,9.27,16.09,3.86,"wkday","20",15599
"646",8.06,0.24,2.13,0.64,1008.91,8.58,16.09,5.33,"wkday","21",14499
"647",7.29,0.11,2.33,0.68,1009.58,7.95,16.09,5.46,"wkday","22",13476
"648",6.99,0.03,2.31,0.72,1009.71,6.99,16.09,3.94,"wkday","23",12729
"649",6.13,0.02,1.99,0.75,1009.54,6.13,16.09,3.93,"wkday","00",12264
"650",5.27,0.02,1.9,0.79,1010.02,5.27,16.09,4.25,"wkday","01",12001
"651",5.04,0.02,1.88,0.8,1010.26,5.04,16.09,2.64,"wkday","02",11941
"652",4.51,0.02,1.82,0.83,1010.66,4.51,16.09,2.49,"wkday","03",11922
"653",4.34,0.02,1.66,0.83,1010.63,4.34,16.09,2.74,"wkday","04",12593
"654",3.86,0.02,1.24,0.83,1011.34,3.86,16.09,3.27,"wkday","05",13978
"655",3.97,0.02,1.32,0.83,1011.58,3.97,16.09,3.07,"wkday","06",15588
"656",3.28,0.02,0.92,0.85,1011.5,3.28,16.09,3.3,"wkday","07",15627
"657",2.31,0.03,0.52,0.88,1012.28,2.31,16.09,2.53,"wkday","08",15320
"658",4.34,0.03,2.09,0.85,1012.76,4.34,16.09,2.77,"wkday","09",15060
"659",6.86,0.59,3.31,0.78,1012.75,6.86,16.09,2.17,"wkday","10",14596
"660",8.67,0.77,3.81,0.72,1012.57,8.67,16.09,3.36,"wkday","11",14481
"661",10.01,0.61,2.89,0.61,1012.21,10.01,16.09,2.98,"wkday","12",14552
"662",10.34,0.24,1.91,0.56,1011.7,10.34,16.09,6.39,"wkday","13",14707
"663",10.95,0.18,1.98,0.54,1011.39,10.95,16.09,5.81,"wkday","14",14939
"664",11.2,0.22,1.91,0.53,1011.31,11.2,16.09,7.31,"wkday","15",15413
"665",11.03,0.59,1.26,0.51,1011.32,11.03,16.09,8.32,"wkday","16",15857
"666",11.02,0.77,1.53,0.52,1011.45,11.02,16.09,7.48,"wkday","17",16441
"667",10.29,0.77,1.59,0.55,1011.74,10.29,16.09,6.52,"wkday","18",16821
"668",9.71,0.79,1.88,0.57,1012.15,9.95,16.09,5.01,"wkday","19",16430
"669",9.17,0.79,2.37,0.62,1012.47,9.17,16.09,4.3,"wkday","20",15762
"670",8.04,0.32,2.67,0.69,1012.78,8.04,16.09,4.25,"wkday","21",14756
"671",6.81,0.15,2.9,0.73,1012.74,7.39,16.09,4.99,"wkday","22",13578
"672",6.53,0.1,2.96,0.78,1012.72,6.53,16.09,2.38,"wkday","23",12781
"673",5.8,0.04,2.72,0.81,1012.89,5.8,16.09,2.48,"wkday","00",12294
"674",5.13,0.06,2.29,0.82,1012.83,5.13,16.09,1.58,"wkday","01",11993
"675",4.73,0.02,2.12,0.83,1012.77,4.73,16.09,1.8,"wkday","02",11913
"676",3.99,0.22,1.89,0.86,1013.07,3.99,16.09,0.27,"wkday","03",11942
"677",5.14,0.54,2.9,0.85,1013.51,5.14,16.09,2.51,"wkday","04",12473
"678",4.82,0.25,2.56,0.85,1013.33,4.82,16.09,1.27,"wkday","05",13862
"679",4.22,0.4,2.14,0.86,1013.42,4.22,16.09,0.95,"wkday","06",15273
"680",4.89,0.25,2.93,0.87,1012.88,4.89,16.09,3.6,"wkday","07",15519
"681",5.6,0.09,3.58,0.87,1012.61,5.6,16.09,4.68,"wkday","08",15235
"682",6.73,0.06,4.97,0.85,1012.7,7.33,16.09,5.02,"wkday","09",15103
"683",8.78,0.05,6.31,0.8,1012.2,9.53,16.09,6.63,"wkday","10",14889
"684",10.77,0.07,6.57,0.75,1011.43,10.77,16.09,7.6,"wkday","11",14614
"685",11.79,0.06,6.39,0.69,1010.81,11.79,16.09,9.96,"wkday","12",14451
"686",12.59,0.05,6.48,0.66,1010.32,12.59,16.09,8.67,"wkday","13",14202
"687",13.53,0.05,6.49,0.62,1010.01,13.53,16.09,8.35,"wkday","14",14505
"688",14.53,0.03,7.21,0.61,1009.18,14.53,16.09,7.16,"wkday","15",15074
"689",14.66,0.03,7.47,0.62,1009.2,14.66,16.09,5.95,"wkday","16",15600
"690",14.36,0.04,8.07,0.66,1009.29,14.36,16.09,4.35,"wkday","17",16154
"691",13.77,0.06,8.58,0.71,1009.53,13.77,16.09,4.1,"wkday","18",16143
"692",12.86,0.13,8.65,0.76,1009.76,12.86,16.09,5.21,"wkday","19",15837
"693",13.05,0.6,9,0.76,1009.46,13.05,16.09,5.68,"wkday","20",15281
"694",13.09,0.68,9.23,0.77,1009.12,13.09,16.09,4.26,"wkday","21",14396
"695",13.22,0.7,9.59,0.79,1009.08,13.22,16.09,3.8,"wkday","22",13261
"696",13.22,0.86,10.08,0.81,1008.84,13.22,16.09,2.7,"wkday","23",12416
"697",13.32,0.82,10.14,0.81,1008.26,13.32,16.09,1.46,"wknd","00",11868
"698",12.86,0.86,10.24,0.84,1008.16,12.86,16.09,1.69,"wknd","01",11616
"699",12.78,0.84,9.97,0.83,1008.51,12.78,16.09,4.54,"wknd","02",11423
"700",12.33,0.7,9.46,0.83,1008.21,12.33,16.09,2.38,"wknd","03",11356
"701",11.23,0.21,8.78,0.85,1007.56,11.23,16.09,2.9,"wknd","04",11553
"702",11.56,0.62,9.31,0.86,1007.18,11.56,16.09,2.62,"wknd","05",12063
"703",11.26,0.7,9.25,0.87,1007.23,11.26,13.86,2.62,"wknd","06",12918
"704",11.27,0.37,9.42,0.88,1007.13,11.27,10.94,3.64,"wknd","07",13698
"705",10.91,0.33,9.55,0.91,1007.16,10.91,7.63,2.54,"wknd","08",14197
"706",10.81,0.67,9.45,0.91,1007.43,10.81,6.39,4.01,"wknd","09",14435
"707",9.35,0.79,8.31,0.89,1007.87,9.99,13.49,6.49,"wknd","10",14464
"708",8.41,0.59,7.78,0.9,1007.65,9.41,14.81,7.64,"wknd","11",14467
"709",8.08,0.61,7.04,0.88,1008.02,8.92,15.22,6.57,"wknd","12",14381
"710",7.68,0.61,6.52,0.88,1007.92,8.35,15.22,5.68,"wknd","13",14421
"711",7.34,0.26,5.98,0.87,1008.21,8.01,15.24,5.52,"wknd","14",14537
"712",6.1,0.26,5.77,0.89,1008.34,7.43,15.22,7.6,"wknd","15",14781
"713",5.94,0.62,5.25,0.87,1008.78,7.19,16.09,7.13,"wknd","16",15059
"714",5.62,0.64,4.62,0.85,1009.1,7.03,16.09,7.64,"wknd","17",15386
"715",5.39,0.56,3.6,0.79,1010.01,6.91,16.09,7.98,"wknd","18",15196
"716",5.18,0.21,2.59,0.75,1010.32,6.64,16.09,7.58,"wknd","19",14778
"717",4.84,0.59,2.18,0.75,1010.83,6.33,16.09,7.48,"wknd","20",14347
"718",6.13,0.61,1.75,0.73,1011.18,6.13,16.09,3.98,"wknd","21",13628
"719",4.73,0.6,1.14,0.72,1011.5,5.76,16.09,5.62,"wknd","22",12819
"720",4.37,0.33,0.97,0.74,1011.46,5.23,16.09,4.97,"wknd","23",12168
"721",4.85,0.28,0.78,0.75,1011.52,4.85,16.09,4.67,"wknd","00",11815
"722",4.9,0.3,1.04,0.76,1011.61,4.9,16.09,3.91,"wknd","01",11535
"723",4.77,0.45,1.32,0.78,1011.08,4.77,16.09,2.14,"wknd","02",11345
"724",4.82,0.88,1.49,0.79,1010.92,4.82,16.09,2.9,"wknd","03",11290
"725",4.85,0.81,1.57,0.79,1010.63,4.85,16.09,3.49,"wknd","04",11419
"726",5.15,0.79,1.73,0.79,1010.64,5.15,16.09,4.57,"wknd","05",11818
"727",5.39,0.82,1.78,0.78,1010.59,5.39,16.09,2.59,"wknd","06",12428
"728",5.59,0.9,2.08,0.78,1010.21,5.59,16.09,2.8,"wknd","07",13273
"729",5.7,0.98,2.33,0.79,1010.15,5.7,16.09,1.5,"wknd","08",13917
"730",5.84,0.97,2.27,0.78,1009.94,5.84,16.09,1.66,"wknd","09",14284
"731",6.24,0.91,2.53,0.77,1010.12,6.24,16.09,2.9,"wknd","10",14399
"732",5.97,0.92,2.64,0.76,1009.9,6.62,16.09,4.89,"wknd","11",14470
"733",7.7,0.61,3.16,0.73,1008.66,7.7,16.09,4.22,"wknd","12",14431
"734",7.98,0.22,2.83,0.7,1007.85,7.98,16.09,2.38,"wknd","13",14403
"735",8.02,0.18,2.68,0.69,1007.3,8.02,16.09,3.09,"wknd","14",14492
"736",8.19,0.22,2.47,0.67,1006.23,8.19,16.09,2.96,"wknd","15",14854
"737",8.04,0.22,1.86,0.63,1006.15,8.46,16.09,4.92,"wknd","16",15331
"738",8.6,0.14,1.86,0.63,1005.34,8.6,16.09,4.73,"wknd","17",15867
"739",6.93,0.55,1.5,0.64,1004.98,7.96,16.09,6.76,"wknd","18",15844
"740",7.12,0.77,2.21,0.67,1004.55,7.99,16.09,6.23,"wknd","19",15327
"741",6.54,0.87,2.62,0.7,1003.41,7.66,16.09,6.94,"wknd","20",14731
"742",7.61,0.63,2.93,0.72,1002.57,7.61,16.09,4.18,"wknd","21",13808
"743",5.72,0.26,2.83,0.74,1001.46,7.19,16.09,8.01,"wknd","22",12737
"744",5.36,0.73,2.88,0.76,1000.01,6.89,16.09,8.01,"wknd","23",12107
"745",5.26,0.79,3.42,0.78,999.1,6.96,16.09,8.79,"wkday","00",11759
"746",5.22,0.75,3.66,0.8,996.9,6.93,16.09,8.84,"wkday","01",11428
"747",5.1,0.55,3.48,0.78,995.43,6.99,16.09,9.77,"wkday","02",11303
"748",5.22,0.28,2.97,0.75,994.58,7.06,16.09,9.54,"wkday","03",11495
"749",5.18,0.3,3.14,0.75,994.14,7.2,16.09,10.62,"wkday","04",12204
"750",4.82,0.62,1.51,0.69,994.23,6.72,15.98,9.51,"wkday","05",13641
"751",4.69,0.28,0.89,0.67,994.81,6.62,16.09,9.56,"wkday","06",15256
"752",4.25,0.22,1.13,0.71,995.06,5.99,16.09,8.24,"wkday","07",15598
"753",3.83,0.55,1.24,0.72,995.75,5.94,16.09,9.9,"wkday","08",15506
"754",3.68,0.55,0.76,0.68,996.34,6.2,16.09,12.25,"wkday","09",15505
"755",6.13,0.13,0.09,0.59,997.06,7.52,16.09,7.92,"wkday","10",15370
"756",6.36,0.23,0.71,0.6,997.28,8.06,16.09,9.8,"wkday","11",15364
"757",7.58,0.63,1.5,0.58,997.92,9.33,16.09,11.59,"wkday","12",15391
"758",7.18,0.41,1.21,0.6,997.74,8.62,16.09,9.01,"wkday","13",15394
"759",6.88,0.45,1.11,0.61,997.75,8.18,16.09,8,"wkday","14",15527
"760",6.54,0.7,1.47,0.63,997.75,8.08,15.93,9.03,"wkday","15",15989
"761",5.92,0.84,2.02,0.69,998.53,7.43,16.09,8.35,"wkday","16",16540
"762",5.51,0.84,2.56,0.72,999.08,7.18,16.09,8.9,"wkday","17",17000
"763",5.23,0.8,2.56,0.74,999.89,6.88,16.09,8.56,"wkday","18",16975
"764",5.36,0.58,2.38,0.76,1000.76,6.23,16.09,5.36,"wkday","19",16565
"765",4.18,0.21,2.35,0.78,1001.61,5.98,16.09,8.5,"wkday","20",15807
"766",5,0.18,2.52,0.77,1002.26,6.33,16.09,6.92,"wkday","21",14912
"767",5.67,0.22,2.47,0.75,1002.8,6.57,16.09,5.58,"wkday","22",13783
"768",5.18,0.61,1.68,0.72,1003.67,6.42,16.09,6.63,"wkday","23",12901
"769",3.93,0.77,1.61,0.72,1004.33,6.26,16.09,11.23,"wkday","00",12405
"770",4.13,0.77,1.04,0.69,1005.02,6.24,16.09,10.11,"wkday","01",12093
"771",5.02,0.59,0.83,0.7,1005.83,5.81,16.09,4.99,"wkday","02",11984
"772",3.62,0.16,0.67,0.72,1006.96,5.31,16.09,7.6,"wkday","03",11989
"773",2.88,0.15,0.53,0.74,1007.55,4.84,16.09,8.32,"wkday","04",12566
"774",3.88,0.2,0.55,0.73,1008.09,5.02,16.09,5.68,"wkday","05",13993
"775",5.18,0.52,0.57,0.72,1008.59,5.18,16.09,4.49,"wkday","06",15578
"776",3.73,0.7,0.54,0.71,1009.46,5.41,16.09,7.6,"wkday","07",15858
"777",2.82,0.59,0.58,0.72,1009.71,5.27,16.09,10.86,"wkday","08",15202
"778",3.13,0.22,0.63,0.7,1011.14,5.72,16.09,12.09,"wkday","09",14973
"779",4.19,0.29,0.97,0.68,1012.07,6.47,16.09,11.27,"wkday","10",14906
"780",4.35,0.25,1.09,0.68,1013.12,6.64,16.09,11.46,"wkday","11",14958
"781",6.64,0.16,0.43,0.59,1013.6,7.85,16.09,7.42,"wkday","12",15015
"782",5.02,0.16,-0.19,0.61,1014.65,6.86,16.09,9.38,"wkday","13",15077
"783",5.47,0.23,-0.74,0.55,1015.01,7.63,16.09,11.91,"wkday","14",15473
"784",5.11,0.71,-0.78,0.56,1015.87,7.46,16.09,12.94,"wkday","15",16068
"785",5.19,0.86,-0.14,0.61,1016.81,6.95,16.09,9.09,"wkday","16",16416
"786",4.48,0.56,0.09,0.63,1017.48,6.68,16.09,11.04,"wkday","17",16751
"787",4.86,0.22,0.16,0.66,1018.3,5.93,16.09,5.86,"wkday","18",16640
"788",5.56,0.56,0.38,0.69,1019.12,5.56,16.09,4.72,"wkday","19",16250
"789",3.66,0.64,0.07,0.69,1019.8,5.39,16.09,7.81,"wkday","20",15953
"790",3.72,0.86,-0.17,0.69,1020.05,5.05,16.09,6.24,"wkday","21",14963
"791",3.88,0.86,-0.22,0.69,1020.6,4.98,16.09,5.52,"wkday","22",13949
"792",3.75,0.86,-0.31,0.69,1021.01,4.95,16.09,5.81,"wkday","23",13260
"793",4.13,0.87,-0.22,0.68,1021.23,5.19,16.09,5.52,"wkday","00",12792
"794",5.08,0.88,-0.39,0.68,1021.38,5.08,16.09,4.49,"wkday","01",12575
"795",5.09,0.94,-0.12,0.69,1021.28,5.09,16.09,4.26,"wkday","02",12384
"796",4.02,0.96,-0.01,0.7,1021.41,5.07,16.09,5.42,"wkday","03",12586
"797",4.03,0.94,-0.13,0.69,1021.31,5.07,16.09,5.39,"wkday","04",13059
"798",4.11,0.94,-0.19,0.69,1021.51,4.98,16.09,4.92,"wkday","05",14354
"799",4.82,0.94,-0.54,0.68,1022.04,4.82,16.09,4.52,"wkday","06",15786
"800",4.73,0.37,-0.56,0.69,1021.82,4.73,16.09,3.56,"wkday","07",16298
"801",4.79,0.77,-0.29,0.7,1022.27,4.79,16.09,2.96,"wkday","08",16210
"802",5.04,0.97,-0.23,0.69,1023.02,5.04,16.09,2.11,"wkday","09",16231
"803",5.75,0.81,-0.05,0.66,1022.93,5.75,16.09,1.71,"wkday","10",16156
"804",6.51,0.32,-0.44,0.61,1022.83,6.51,16.09,1.61,"wkday","11",16078
"805",7.3,0.15,-0.29,0.58,1022.37,7.3,16.09,1.56,"wkday","12",15990
"806",7.39,0.24,0.48,0.61,1021.37,7.39,16.09,4.07,"wkday","13",16205
"807",7.51,0.79,0.66,0.62,1021.05,7.51,16.09,3.78,"wkday","14",16441
"808",7.31,0.84,1.53,0.67,1020.65,7.31,16.09,2.93,"wkday","15",16979
"809",6.92,0.81,2.71,0.75,1020.63,6.92,14.74,3.86,"wkday","16",17332
"810",6.29,0.79,3.12,0.8,1020.42,6.29,15.58,3.46,"wkday","17",17545
"811",5.04,0.62,3.26,0.82,1020.34,6.02,16.09,5.58,"wkday","18",17409
"812",4.6,0.3,3.4,0.85,1019.91,5.64,16.09,5.63,"wkday","19",17045
"813",4.47,0.35,3.48,0.86,1020.03,5.66,15.8,6.05,"wkday","20",16390
"814",4.74,0.62,3.81,0.87,1020.02,5.87,15.74,6,"wkday","21",15140
"815",6.11,0.65,4.22,0.88,1019.96,6.11,13.02,4.31,"wkday","22",14028
"816",6.43,0.4,4.44,0.87,1019.27,6.43,14.58,4.22,"wkday","23",13196
"817",6.58,0.42,4.59,0.87,1018.82,6.58,15.74,4.15,"wkday","00",12690
"818",6.56,0.72,4.81,0.89,1018.55,6.56,11.18,3.51,"wkday","01",12336
"819",5.61,0.69,5.28,0.91,1017.35,6.61,11.1,5.92,"wkday","02",12149
"820",5.33,0.37,5.57,0.93,1016.37,6.69,8.26,7.23,"wkday","03",12255
"821",5.59,0.8,6.08,0.94,1015.2,6.94,6.21,7.39,"wkday","04",12968
"822",6.62,0.8,6.43,0.94,1014.62,7.36,7.29,5.46,"wkday","05",14083
"823",7.21,0.8,7.17,0.96,1013.91,7.83,7.44,5.29,"wkday","06",15706
"824",8.4,0.84,7.68,0.95,1014,8.4,5.83,1.71,"wkday","07",16166
"825",9.13,0.84,8.38,0.95,1014.07,9.13,4.04,1.09,"wkday","08",16154
"826",9.67,0.8,8.79,0.94,1014.76,9.67,3.77,0.89,"wkday","09",16179
"827",10.56,0.8,9.86,0.95,1015.03,10.56,8.75,2.66,"wkday","10",16163
"828",11.79,0.84,11.02,0.95,1015.2,11.79,10.72,4.94,"wkday","11",16139
"829",12.63,0.63,11.9,0.95,1015.19,12.63,12.34,6.13,"wkday","12",16118
"830",13.56,0.48,12.37,0.93,1014.83,13.56,15.84,6.39,"wkday","13",16003
"831",13.72,0.84,12.21,0.91,1014.57,13.72,16.09,8.05,"wkday","14",16199
"832",13.9,0.93,11.63,0.86,1014.7,13.9,16.09,7.69,"wkday","15",16371
"833",14.09,1,11.99,0.87,1014.62,14.09,16.09,8.85,"wkday","16",16626
"834",14.12,0.93,11.94,0.87,1014.76,14.12,16.09,8.77,"wkday","17",16735
"835",13.86,0.97,11.89,0.88,1014.5,13.86,16.09,6.98,"wkday","18",16661
"836",14.48,1,12.19,0.86,1014.44,14.48,16.09,6.89,"wkday","19",16486
"837",14.58,1,12.27,0.86,1014.3,14.58,16.09,6.58,"wkday","20",15794
"838",14.48,0.9,12.33,0.87,1014.08,14.48,16.09,6.84,"wkday","21",14744
"839",14.79,0.86,12.36,0.85,1013.92,14.79,16.09,7.61,"wkday","22",13547
"840",14.36,0.72,12.02,0.86,1013.69,14.36,13.63,5.78,"wkday","23",12785
"841",14.26,0.3,12.46,0.89,1012.86,14.26,8.56,4.51,"wkday","00",12468
"842",12.85,0.28,11.19,0.9,1013.59,12.85,16.09,6.57,"wkday","01",12077
"843",11.75,0.18,10.46,0.92,1013.56,11.75,14.89,6.12,"wkday","02",11979
"844",11.14,0.28,9.83,0.92,1013.29,11.14,16.09,4.99,"wkday","03",11972
"845",10.59,0.62,9.11,0.91,1014.74,10.59,16.09,5.46,"wkday","04",12546
"846",10.11,0.61,8.29,0.89,1015.52,10.11,16.09,4.84,"wkday","05",13844
"847",9.01,0.69,7.99,0.9,1016.33,9.62,15.74,6.16,"wkday","06",15300
"848",9.32,0.57,7.99,0.91,1017.04,9.32,16.09,4.51,"wkday","07",15712
"849",8.67,0.71,7.42,0.9,1017.83,9.02,15.76,4.94,"wkday","08",15418
"850",9.08,0.72,7.16,0.88,1018.93,9.08,16.09,4.44,"wkday","09",14992
"851",8.67,0.28,7,0.84,1019.72,9.59,16.09,7.44,"wkday","10",14846
"852",10.43,0.24,6.06,0.74,1020.54,10.43,16.09,7.97,"wkday","11",14608
"853",10.73,0.38,4.42,0.65,1021.24,10.73,16.09,6.97,"wkday","12",14559
"854",11.17,0.35,3.45,0.59,1021.64,11.17,16.09,8.95,"wkday","13",14153
"855",11.23,0.65,3.24,0.58,1022.08,11.23,16.09,10.53,"wkday","14",14220
"856",11,0.5,2.74,0.57,1022.87,11,16.09,12.02,"wkday","15",14705
"857",10.16,0.33,1.4,0.55,1023.87,10.16,16.09,7.77,"wkday","16",15474
"858",8.08,0.17,1.21,0.57,1024.52,9.38,16.09,8.98,"wkday","17",16124
"859",6.98,0.25,0.74,0.59,1025.81,8.25,16.09,7.93,"wkday","18",16450
"860",6.2,0.27,0.13,0.61,1026.65,7.27,16.09,6.47,"wkday","19",16182
"861",5.78,0.3,0.18,0.64,1027.05,6.59,16.09,5.34,"wkday","20",15655
"862",6.24,0.65,0.18,0.65,1027.74,6.24,16.09,4.28,"wkday","21",14703
"863",5.55,0.65,0.12,0.68,1028.09,5.55,16.09,2.86,"wkday","22",13738
"864",4.85,0.15,0.02,0.71,1028.46,4.85,16.09,2.19,"wkday","23",12934
"865",4.47,0.05,-0.06,0.72,1028.44,4.47,16.09,4.3,"wknd","00",12414
"866",3.98,0.05,-0.19,0.74,1028.31,3.98,16.09,1.83,"wknd","01",12126
"867",3.88,0.22,-0.45,0.73,1027.86,3.88,16.09,2.46,"wknd","02",12036
"868",3.45,0.55,-0.47,0.75,1028.04,3.45,16.09,1.58,"wknd","03",12053
"869",2.48,0.2,-0.63,0.8,1027.92,2.48,16.09,2.27,"wknd","04",12313
"870",2.35,0.14,-0.64,0.81,1028.28,2.35,16.09,0.56,"wknd","05",12911
"871",1.73,0.18,-0.66,0.84,1028.55,1.73,16.09,2.37,"wknd","06",13536
"872",1.49,0.15,-0.63,0.79,1028.04,2.64,16.09,4.86,"wknd","07",14262
"873",1.87,0.22,0.03,0.77,1027.87,3.66,16.09,6.98,"wknd","08",14772
"874",3.13,0.59,0.73,0.78,1027.98,4.31,16.09,5.47,"wknd","09",14875
"875",5.07,0.81,0.94,0.75,1027.96,5.07,16.09,4.09,"wknd","10",14781
"876",3.33,0.7,0.88,0.73,1027.92,5.26,16.09,8.5,"wknd","11",14708
"877",3.82,0.4,1.02,0.72,1027.48,5.68,16.09,8.53,"wknd","12",14562
"878",4.92,0.27,1.21,0.7,1026.15,6.33,16.09,7.23,"wknd","13",14453
"879",5.36,0.63,1.57,0.7,1025.6,6.68,16.09,7.08,"wknd","14",14368
"880",5.09,0.73,1.27,0.68,1024.85,6.79,16.09,8.69,"wknd","15",14761
"881",4.28,0.25,1.29,0.69,1023.77,6.47,16.09,10.73,"wknd","16",15432
"882",4.25,0.26,1.67,0.73,1022.88,6.14,16.09,9.03,"wknd","17",15751
"883",4.23,0.59,1.69,0.75,1023.07,5.82,16.09,7.53,"wknd","18",15378
"884",4.36,0.77,1.48,0.73,1022.57,5.88,16.09,7.31,"wknd","19",14858
"885",3.99,0.87,1.79,0.75,1021.25,5.96,16.09,9.21,"wknd","20",14554
"886",3.6,0.94,2.27,0.78,1019.11,5.83,16.09,10.33,"wknd","21",13936
"887",4.86,0.62,3.16,0.81,1018.28,6.14,16.09,6.65,"wknd","22",13201
"888",4.98,0.64,4.02,0.85,1017.57,6.29,15.08,6.82,"wknd","23",12479
"889",5.46,0.67,5.12,0.89,1016.92,6.8,16.09,7.24,"wknd","00",11739
"890",6.6,0.33,5.73,0.9,1015.99,7.29,10.07,5.26,"wknd","01",11550
"891",6.42,0.7,6.22,0.91,1015.69,7.52,14.9,6.73,"wknd","02",11319
"892",7.14,0.7,6.78,0.93,1015.22,7.81,15.8,5.42,"wknd","03",11199
"893",7.72,0.7,7.26,0.93,1014.57,8.28,11.84,5.29,"wknd","04",11424
"894",8.15,0.89,7.78,0.93,1014.02,8.86,12.67,6.08,"wknd","05",11627
"895",8.73,0.89,8.31,0.94,1013.38,9.22,11.68,5.49,"wknd","06",12082
"896",9.28,0.94,8.78,0.94,1012.7,9.62,11.64,5.18,"wknd","07",12762
"897",10.02,0.94,9.2,0.95,1012.18,10.02,5.04,4.81,"wknd","08",13671
"898",10.32,0.91,9.53,0.95,1011.75,10.32,5.86,4.33,"wknd","09",14271
"899",10.56,0.95,9.91,0.96,1010.81,10.56,6.81,3.6,"wknd","10",14596
"900",10.74,0.97,10.09,0.96,1010.29,10.74,2.78,4.75,"wknd","11",14837
"901",11.45,1,10.8,0.96,1009.3,11.45,3.43,3.19,"wknd","12",14966
"902",12.31,1,11.68,0.96,1008.67,12.31,5.02,3.17,"wknd","13",14791
"903",13.19,1,12.37,0.95,1008.09,13.19,11.14,3.59,"wknd","14",14715
"904",13.43,1,12.62,0.95,1007.6,13.43,11.97,4.2,"wknd","15",14956
"905",13.66,0.98,12.77,0.94,1007.44,13.66,14.76,5.5,"wknd","16",15764
"906",13.93,0.97,13.06,0.94,1006.44,13.93,15.02,7.69,"wknd","17",16246
"907",13.94,0.94,13.21,0.95,1006.1,13.94,14.15,4.14,"wknd","18",15941
"908",14.09,0.77,13.23,0.95,1006.24,14.09,14.21,5.01,"wknd","19",15514
"909",13.91,0.33,13.1,0.95,1005.8,13.91,13.87,5.28,"wknd","20",14989
"910",13.47,0.7,12.79,0.96,1005.7,13.47,16.09,3.54,"wknd","21",14253
