"","Apparent_Temperature","Cloud_Cover","Dew_Point","Humidity","Pressure","Temperature","Visibility","Wind_Speed","Day_of_week","Hr_of_day","Demand"
"1",10.89,0.04,5.29,0.68,1018.83,10.89,16.09,7.92,"wkday","00",12090
"2",10.28,0.04,5.49,0.72,1018.84,10.28,16.09,7.34,"wkday","01",11765
"3",9.16,0.03,5.14,0.73,1018.92,9.8,16.09,6.36,"wkday","02",11513
"4",9.38,0.03,4.66,0.71,1018.76,9.71,16.09,5.18,"wkday","03",11491
"5",8.96,0.03,4.4,0.73,1018.3,8.96,16.09,4.39,"wkday","04",11920
"6",9.05,0.14,4.1,0.71,1018.06,9.05,16.09,4.33,"wkday","05",13158
"7",8.72,0.63,4.32,0.72,1018.05,9.12,16.09,5.17,"wkday","06",14464
"8",9.07,0.84,4.02,0.68,1017.61,9.64,16.09,6.02,"wkday","07",14684
"9",10.63,0.61,5.82,0.72,1017.53,10.63,16.09,8.82,"wkday","08",14790
"10",12.43,0.56,7.13,0.7,1017.31,12.43,16.09,11.22,"wkday","09",14816
"11",12.97,0.32,8.87,0.76,1016.88,12.97,15.95,13.58,"wkday","10",14967
"12",13.31,0.32,9.53,0.78,1015.88,13.31,15.48,15.47,"wkday","11",14849
"13",13.34,0.66,11.07,0.86,1014.93,13.34,9.53,16.62,"wkday","12",14897
"14",14.89,0.61,12.13,0.84,1014.12,14.89,15.9,15.06,"wkday","13",14829
"15",16.67,0.62,12.33,0.76,1012.79,16.67,14.32,11.96,"wkday","14",14583
"16",16.22,0.29,11.49,0.74,1012.15,16.22,16.09,14.13,"wkday","15",14846
"17",16.83,0.17,10.39,0.66,1011.87,16.83,16.09,16.54,"wkday","16",14922
"18",15.5,0.24,8.66,0.64,1012.56,15.5,16.09,17.72,"wkday","17",14975
"19",14.1,0.86,7.63,0.65,1012.88,14.1,16.09,18.6,"wkday","18",15549
"20",12.7,0.79,7.61,0.71,1012.24,12.7,15.1,20.13,"wkday","19",15373
"21",11.75,0.7,8.68,0.81,1013.74,11.75,15.02,22.77,"wkday","20",14803
"22",11.02,0.64,8.28,0.83,1016.16,11.02,14.4,24.83,"wkday","21",13923
"23",10.29,0.64,7.84,0.85,1018.29,10.29,16.01,27.65,"wkday","22",12977
"24",10.22,0.56,7.71,0.84,1019.81,10.22,16.01,25.07,"wkday","23",12095
"25",6.86,0.54,6.96,0.82,1021.12,9.87,16.09,24.06,"wknd","00",11640
"26",6.81,0.22,6.09,0.77,1022.23,9.99,16.09,26.89,"wknd","01",11382
"27",10.19,0.66,6.17,0.76,1023.08,10.19,16.09,24.59,"wknd","02",11232
"28",10.08,0.62,6.61,0.79,1023.58,10.08,16.09,23.22,"wknd","03",11175
"29",6.97,0.63,5.87,0.76,1024.35,9.86,16.09,22.68,"wknd","04",11345
"30",6,0.62,5.24,0.79,1025.04,8.64,16.09,17.09,"wknd","05",11778
"31",4.97,0.13,4.62,0.78,1025.9,8.14,16.09,20.71,"wknd","06",12483
"32",4.58,0.03,4.14,0.78,1026.88,7.77,16.09,19.97,"wknd","07",13104
"33",4.63,0.03,4.07,0.77,1027.74,7.77,16.09,19.52,"wknd","08",13197
"34",5.37,0.03,4.37,0.78,1028.33,8.01,16.09,15.82,"wknd","09",12863
"35",10.34,0.03,4.77,0.68,1029.06,10.34,16.09,15.58,"wknd","10",12798
"36",11.71,0.06,3.7,0.58,1029.61,11.71,16.09,15.34,"wknd","11",13123
"37",12.59,0.24,3.28,0.53,1030.08,12.59,16.09,13.97,"wknd","12",12911
"38",13.52,0.22,3.04,0.49,1030.13,13.52,16.09,11.75,"wknd","13",12678
"39",14.48,0.12,2.58,0.45,1029.73,14.48,15.77,10.7,"wknd","14",12614
"40",14.81,0.04,2.56,0.44,1029.4,14.81,16.09,8.61,"wknd","15",12959
"41",14.83,0.04,2.87,0.45,1028.95,14.83,16.09,4.78,"wknd","16",13591
"42",14.49,0.03,2.96,0.46,1028.72,14.49,16.09,3.54,"wknd","17",14115
"43",13.58,0.03,3.66,0.51,1028.68,13.58,16.09,3.8,"wknd","18",14696
"44",12.53,0.02,3.8,0.55,1029.06,12.53,16.09,4.17,"wknd","19",14506
"45",11.55,0.02,4.11,0.6,1029.38,11.55,16.09,3.15,"wknd","20",13920
"46",10.36,0,4.18,0.66,1029.83,10.36,16.09,3.69,"wknd","21",13258
"47",9.5,0,4.83,0.73,1029.96,9.5,16.09,4.14,"wknd","22",12437
"48",9.2,0,4.34,0.72,1029.93,9.2,16.09,4.43,"wknd","23",11796
"49",9.02,0,4.33,0.72,1030.02,9.02,16.09,4.38,"wknd","00",11415
"50",8.05,0,4.17,0.77,1029.82,8.05,16.09,4.31,"wknd","01",11173
"51",7.7,0,3.94,0.77,1029.82,7.7,16.09,4.35,"wknd","02",11015
"52",7.11,0,3.57,0.78,1029.51,7.11,16.09,3.96,"wknd","03",11002
"53",5.88,0,3.35,0.84,1029.43,5.88,16.09,3.3,"wknd","04",11140
"54",5.77,0,3.42,0.85,1029.62,5.77,16.09,3.78,"wknd","05",11539
"55",5.26,0,3.23,0.87,1029.75,5.26,16.09,3.73,"wknd","06",11906
"56",4.66,0.04,2.6,0.86,1029.63,4.66,16.09,4.09,"wknd","07",12283
"57",5.12,0.09,3.09,0.87,1030.22,5.12,16.09,3.89,"wknd","08",12311
"58",7.99,0.09,4.79,0.8,1030.52,7.99,16.09,3.09,"wknd","09",12396
"59",12.38,0.03,5.78,0.64,1030.52,12.38,16.09,3.15,"wknd","10",12424
"60",14.21,0.03,6.53,0.6,1030.44,14.21,16.09,4.33,"wknd","11",12464
"61",15.28,0.03,6.07,0.54,1029.84,15.28,16.09,4.22,"wknd","12",12442
"62",15.87,0.03,5.97,0.52,1029.31,15.87,16.09,4.83,"wknd","13",12458
"63",16.44,0.01,5.88,0.5,1028.52,16.44,15.61,4.86,"wknd","14",12550
"64",16.98,0.03,5.58,0.47,1027.66,16.98,15.61,4.6,"wknd","15",13168
"65",16.99,0.13,5.38,0.46,1026.96,16.99,16.09,4.59,"wknd","16",13977
"66",16.47,0.13,5.82,0.49,1026.44,16.47,16.09,4.52,"wknd","17",14645
"67",16.07,0.06,6.27,0.52,1026.2,16.07,16.09,4.83,"wknd","18",15116
"68",14.87,0.03,6.85,0.59,1026.15,14.87,16.09,4.86,"wknd","19",14727
"69",13.11,0.03,7.14,0.67,1026.21,13.11,16.09,4.72,"wknd","20",14232
"70",12.61,0.03,7.14,0.69,1026.6,12.61,16.09,4.76,"wknd","21",13410
"71",10.66,0,6.94,0.78,1026.66,10.66,16.09,5.39,"wknd","22",12513
"72",9.11,0.04,6.12,0.79,1026.65,9.61,16.09,5.75,"wknd","23",11943
"73",8.62,0.03,6.53,0.83,1027.06,9.19,16.09,5.79,"wkday","00",11524
"74",7.35,0.04,5.98,0.85,1026.97,8.37,16.09,6.95,"wkday","01",11388
"75",7.16,0.03,5.92,0.86,1027.13,8.2,16.09,6.94,"wkday","02",11274
"76",6.92,0.03,5.7,0.86,1027.16,7.98,16.09,6.87,"wkday","03",11432
"77",6.47,0,6.55,0.93,1027.01,7.62,16.09,7.03,"wkday","04",11972
"78",7.19,0.1,5.84,0.86,1027.48,8.03,16.09,6.08,"wkday","05",13426
"79",6.69,0.16,6.02,0.89,1027.89,7.78,16.09,6.87,"wkday","06",14727
"80",5.52,0.21,6.61,0.96,1028.45,7.16,16.09,8.74,"wkday","07",14601
"81",7.17,0.15,6.69,0.88,1029.01,8.62,16.09,9.09,"wkday","08",14500
"82",11.52,0.19,8.5,0.82,1029.35,11.52,16.09,10.01,"wkday","09",14560
"83",15.23,0.04,10.19,0.72,1029.55,15.23,16.09,11.14,"wkday","10",14471
"84",16.65,0.06,9.66,0.63,1030.14,16.65,16.09,12.34,"wkday","11",14455
"85",17.36,0.07,9.03,0.58,1030.23,17.36,16.09,12.68,"wkday","12",14488
"86",18.13,0.04,9.2,0.56,1029.8,18.13,16.09,13.5,"wkday","13",14605
"87",18.52,0.03,9.28,0.55,1029.21,18.52,16.09,13.84,"wkday","14",14834
"88",18.68,0.03,9.45,0.55,1029.01,18.68,16.09,14.29,"wkday","15",15306
"89",18.81,0.06,10.12,0.57,1028.75,18.81,16.09,15.02,"wkday","16",15915
"90",18.04,0.11,9.64,0.58,1028.67,18.04,16.09,15.16,"wkday","17",16240
"91",17.27,0.11,9.87,0.62,1029.04,17.27,16.09,15.1,"wkday","18",16533
"92",16.04,0.06,10.02,0.67,1029.13,16.04,16.09,15.11,"wkday","19",16106
"93",15.37,0.03,9.93,0.7,1029.36,15.37,16.09,13.9,"wkday","20",15306
"94",15.09,0.03,9.92,0.71,1029.6,15.09,16.09,13.94,"wkday","21",14156
"95",14.01,0.02,9.97,0.77,1029.67,14.01,16.09,14.48,"wkday","22",13046
"96",13.58,0.03,10.34,0.81,1029.64,13.58,16.09,13.37,"wkday","23",12293
"97",12.04,0.05,9.18,0.83,1029.28,12.04,16.09,12.63,"wkday","00",11855
"98",12.26,0.03,10.01,0.86,1029.2,12.26,16.09,10.72,"wkday","01",11591
"99",11.74,0.05,10.11,0.9,1028.97,11.74,16.09,8.96,"wkday","02",11499
"100",10.93,0.06,8.92,0.87,1029.07,10.93,16.09,7.81,"wkday","03",11588
"101",10.67,0.09,8.68,0.87,1029.26,10.67,16.09,6.13,"wkday","04",12163
"102",10.36,0.08,8.63,0.89,1029.49,10.36,16.09,6.31,"wkday","05",13429
"103",10.13,0.08,8.42,0.89,1030.12,10.13,16.09,6.69,"wkday","06",14677
"104",10.02,0.13,8.44,0.9,1030.49,10.02,16.09,6.98,"wkday","07",14622
"105",10.19,0.14,8.64,0.9,1031.09,10.19,16.09,7.27,"wkday","08",14417
"106",12.77,0.09,11.08,0.9,1031.4,12.77,16.09,7.6,"wkday","09",14418
"107",14.45,0.16,11.35,0.82,1031.36,14.45,16.09,9.24,"wkday","10",14531
"108",16.31,0.16,11.05,0.71,1030.53,16.31,16.09,11.12,"wkday","11",14644
"109",18.62,0.2,11.23,0.62,1029.74,18.62,16.09,12.73,"wkday","12",14862
"110",20.1,0.22,12.03,0.6,1029.53,20.1,16.09,12.87,"wkday","13",14984
"111",21.42,0.32,12.71,0.58,1029.07,21.42,16.09,13.12,"wkday","14",15246
"112",22.63,0.03,12.91,0.54,1029.15,22.63,16.09,10.3,"wkday","15",15728
"113",22.34,0.03,13.14,0.56,1028.65,22.34,16.09,10.38,"wkday","16",16205
"114",21.43,0.03,13.83,0.62,1028.23,21.43,16.09,11.31,"wkday","17",16531
"115",20.78,0.05,13.74,0.64,1027.93,20.78,16.09,11.73,"wkday","18",16596
"116",20.16,0.05,12.44,0.61,1027.69,20.16,16.09,11.6,"wkday","19",16533
"117",19.23,0.05,12.33,0.64,1027.79,19.23,16.09,9.41,"wkday","20",15647
"118",18.73,0.03,12.23,0.66,1027.85,18.73,16.09,9.54,"wkday","21",14576
"119",18.26,0.11,12.57,0.69,1027.54,18.26,16.09,9.14,"wkday","22",13214
"120",17.83,0.11,12.51,0.71,1027.26,17.83,16.09,8.34,"wkday","23",12534
"121",17.23,0.22,12.98,0.76,1026.87,17.23,15.61,9.82,"wkday","00",12140
"122",18.37,0.68,13.03,0.71,1026.38,18.37,14.56,11.84,"wkday","01",11835
"123",18.65,0.65,13.07,0.7,1026.16,18.65,16.03,15.19,"wkday","02",11596
"124",18.87,0.65,13.03,0.69,1025.8,18.87,16.03,15.13,"wkday","03",11631
"125",19,0.7,13.54,0.71,1025.08,19,16.03,15.56,"wkday","04",12111
"126",19.19,0.91,13.76,0.71,1024.7,19.19,16.09,17.57,"wkday","05",13534
"127",19.4,0.94,14.27,0.72,1024.23,19.4,16.09,16.46,"wkday","06",15073
"128",19.68,0.94,14.52,0.72,1024.08,19.68,16.09,17.88,"wkday","07",15294
"129",20.13,0.73,15.04,0.73,1023.68,20.13,15.77,16.77,"wkday","08",15585
"130",20.67,0.62,15.86,0.74,1023.33,20.61,16.09,16.61,"wkday","09",15847
"131",21.64,0.56,16.93,0.75,1022.87,21.47,16.09,17.49,"wkday","10",15964
"132",22.64,0.24,17.57,0.74,1022.34,22.41,16.09,17.78,"wkday","11",15979
"133",24.34,0.23,18.08,0.69,1021.26,24.07,16.09,20.17,"wkday","12",16517
"134",23.58,0.25,18.45,0.74,1020.64,23.26,15.37,19.39,"wkday","13",16595
"135",22.82,0.68,19.57,0.84,1019.65,22.33,16.09,18.75,"wkday","14",16637
"136",23.11,0.68,19.22,0.81,1018.94,22.67,16.09,18.72,"wkday","15",16970
"137",22.84,0.77,19.05,0.81,1018.07,22.42,16.09,19.41,"wkday","16",17232
"138",23.3,0.57,19.25,0.8,1017.72,22.87,16.09,19.65,"wkday","17",17373
"139",23.62,0.45,19.41,0.79,1017.32,23.17,16.09,15.13,"wkday","18",17418
"140",20.51,0.23,17.41,0.84,1018.11,20.23,16.09,10.3,"wkday","19",17243
"141",18.73,0.21,15.94,0.85,1019.38,18.61,16.09,12.68,"wkday","20",16288
"142",17.47,0.19,14.24,0.81,1020.27,17.47,16.09,9.06,"wkday","21",15017
"143",16.54,0.11,12.59,0.77,1020.6,16.54,16.09,10.9,"wkday","22",13656
"144",15.71,0.01,11.52,0.76,1021,15.71,16.09,12.84,"wkday","23",12744
"145",15.06,0,10.81,0.76,1020.88,15.06,16.09,11.09,"wkday","00",12262
"146",13.85,0,10.31,0.79,1021.13,13.85,16.09,8.92,"wkday","01",11936
"147",13.24,0,10.21,0.82,1021.67,13.24,16.09,7.58,"wkday","02",11830
"148",12.57,0,9.91,0.84,1021.32,12.57,16.09,6.55,"wkday","03",11886
"149",11.96,0,9.56,0.85,1021.15,11.96,16.09,5.71,"wkday","04",12309
"150",11.57,0.02,9.44,0.87,1021.26,11.57,16.09,6.57,"wkday","05",13549
"151",11.07,0.02,9.29,0.89,1021.13,11.07,16.09,6.23,"wkday","06",14842
"152",11.25,0.03,9.51,0.89,1021.19,11.25,16.09,6.61,"wkday","07",14877
"153",11.36,0.03,9.69,0.9,1021.22,11.36,16.09,6.34,"wkday","08",14661
"154",13.57,0.19,11.22,0.86,1021.41,13.57,16.09,4.59,"wkday","09",14605
"155",15.95,0.19,11.92,0.77,1021.07,15.95,16.09,6.76,"wkday","10",14529
"156",17.73,0.05,11.86,0.68,1020.62,17.73,16.09,10.85,"wkday","11",14490
"157",18.99,0.11,11.79,0.63,1019.87,18.99,16.09,11.84,"wkday","12",14668
"158",20.13,0.19,10.92,0.55,1019.21,20.13,16.09,14.26,"wkday","13",14824
"159",21.27,0.14,10.32,0.5,1018.25,21.27,16.09,15.06,"wkday","14",15036
"160",22.12,0.04,9.97,0.46,1017.59,22.12,16.09,14.5,"wkday","15",15418
"161",22.63,0.03,8.73,0.41,1017.22,22.63,16.09,15.37,"wkday","16",15846
"162",22.17,0.05,6.4,0.36,1016.82,22.17,16.09,16.98,"wkday","17",16204
"163",21.34,0.12,5.73,0.36,1016.62,21.34,16.09,10.67,"wkday","18",16608
"164",20.07,0.31,5.57,0.39,1017.15,20.07,16.09,9.85,"wkday","19",16514
"165",19.08,0.36,6.83,0.45,1017.54,19.08,16.09,10.98,"wkday","20",15907
"166",18.28,0.4,7.45,0.49,1018.13,18.28,16.09,6.47,"wkday","21",14855
"167",17.8,0.78,7.83,0.52,1018.08,17.8,16.09,2.41,"wkday","22",13588
"168",17.13,0.7,8.41,0.56,1018.08,17.13,16.09,3.89,"wkday","23",12736
"169",16.57,0.68,8.85,0.6,1018.15,16.57,16.09,1.77,"wkday","00",12238
"170",16.28,0.7,9.61,0.65,1017.84,16.28,16.09,1.95,"wkday","01",11933
"171",15.81,0.32,10.77,0.72,1018.19,15.81,16.09,2.64,"wkday","02",11773
"172",15.22,0.75,11.57,0.79,1018.19,15.22,16.09,3.35,"wkday","03",11823
"173",15.03,0.98,11.91,0.82,1018.03,15.03,16.09,5.65,"wkday","04",12268
"174",14.86,0.46,11.99,0.83,1017.75,14.86,16.09,2.2,"wkday","05",13533
"175",14.94,0.78,12.05,0.83,1018.16,14.94,16.09,0.84,"wkday","06",14948
"176",14.64,0.78,11.86,0.83,1018.21,14.64,16.09,1.32,"wkday","07",15353
"177",14.87,0.31,12.21,0.84,1018.48,14.87,16.09,2.29,"wkday","08",15480
"178",15.42,0.34,12.47,0.83,1018.76,15.42,16.09,1.98,"wkday","09",15591
"179",16.59,0.66,12.72,0.78,1018.75,16.59,16.09,2.86,"wkday","10",15372
"180",17.75,0.77,12.5,0.71,1018.66,17.75,16.09,5.71,"wkday","11",15324
"181",18.16,0.82,12.39,0.69,1018.46,18.16,16.09,5.31,"wkday","12",15387
"182",18.88,0.79,12.9,0.68,1018.22,18.88,16.09,5.05,"wkday","13",15384
"183",18.88,0.79,12.56,0.67,1017.84,18.88,16.09,4.81,"wkday","14",15388
"184",19.18,0.6,12.98,0.67,1017.22,19.18,16.09,4.43,"wkday","15",15572
"185",19.11,0.6,13.17,0.68,1016.91,19.11,16.09,4.41,"wkday","16",15757
"186",19.08,0.82,12.89,0.67,1016.65,19.08,16.09,4.52,"wkday","17",15864
"187",18.4,0.7,12.53,0.69,1016.3,18.4,16.09,5.52,"wkday","18",16305
"188",18.06,0.79,12.64,0.71,1016.21,18.06,16.09,5.7,"wkday","19",16145
"189",17.86,0.98,13.19,0.74,1016.46,17.86,16.09,5.87,"wkday","20",15487
"190",17.68,0.95,13.53,0.77,1016.52,17.68,16.09,6.81,"wkday","21",14588
"191",17.68,0.91,13.58,0.77,1016.43,17.68,16.09,7.77,"wkday","22",13472
"192",17.54,0.84,14.09,0.8,1016.4,17.54,16.09,8.45,"wkday","23",12524
"193",17.31,0.75,15.1,0.87,1015.9,17.25,14.27,8.77,"wknd","00",12004
"194",17.41,0.48,15.6,0.9,1015.34,17.28,13.44,8.84,"wknd","01",11713
"195",17.61,0.97,15.78,0.9,1014.83,17.46,13.58,9.29,"wknd","02",11467
"196",17.73,0.98,16.07,0.91,1014.13,17.54,12.49,9.21,"wknd","03",11349
"197",17.92,0.98,16.54,0.93,1013.73,17.67,4.15,8.63,"wknd","04",11537
"198",18.43,0.79,17.08,0.94,1013.45,18.12,4.83,10.85,"wknd","05",12065
"199",18.73,0.97,17.43,0.94,1013.52,18.38,7.02,11.73,"wknd","06",12784
"200",18.97,0.77,17.66,0.94,1013.76,18.59,9.38,11.91,"wknd","07",13533
"201",18.22,0.69,16.79,0.93,1013.19,17.94,13.26,10.83,"wknd","08",14374
"202",18.28,0.91,16.88,0.93,1013.16,17.99,15.32,10.09,"wknd","09",14847
"203",18.92,1,17.26,0.92,1012.9,18.6,16.09,9.24,"wknd","10",14888
"204",19.33,0.94,17.29,0.9,1012.93,19.03,16.09,10.94,"wknd","11",14638
"205",19.94,0.79,17.83,0.9,1012.18,19.59,16.09,11.99,"wknd","12",14484
"206",20.46,0.24,18.08,0.88,1010.83,20.09,16.09,12.46,"wknd","13",14446
"207",22.07,0.23,18.43,0.82,1009.93,21.71,16.09,13,"wknd","14",14530
"208",23.77,0.21,17.62,0.69,1008.19,23.54,16.09,17.25,"wknd","15",14865
"209",24.57,0.37,16.87,0.63,1007.89,24.43,16.09,17.78,"wknd","16",15165
"210",24.05,0.35,16.51,0.63,1007.42,23.95,16.09,18.93,"wknd","17",15287
"211",23.76,0.19,16.09,0.62,1007.01,23.71,16.09,18.35,"wknd","18",15392
"212",22.93,0.06,16.19,0.66,1006.93,22.86,16.09,15.76,"wknd","19",15163
"213",22.07,0.04,16.09,0.69,1006.81,22.01,16.09,14.79,"wknd","20",14694
"214",21.64,0.04,16.32,0.72,1006.41,21.54,16.09,15.61,"wknd","21",13971
"215",21.46,0.06,16.34,0.73,1005.67,21.36,16.09,16.51,"wknd","22",13035
"216",21.54,0.21,16.3,0.73,1004.87,21.44,16.09,16.93,"wknd","23",12321
"217",21.68,0.36,16.26,0.72,1003.78,21.59,16.09,18.22,"wknd","00",11815
"218",21.67,0.73,16.46,0.73,1003.23,21.56,15.63,19.57,"wknd","01",11522
"219",20.16,0.42,17.3,0.85,1002.64,19.89,14.98,22.35,"wknd","02",11251
"220",20.28,0.32,17.5,0.86,1001.02,19.99,16.09,23.09,"wknd","03",11126
"221",21.13,0.35,18.01,0.84,1000.91,20.81,15.64,24.7,"wknd","04",11140
"222",20.54,0.62,15.92,0.75,1002.27,20.48,16.09,27.81,"wknd","05",11295
"223",19.33,0.29,14.85,0.75,1003.98,19.33,16.09,26.78,"wknd","06",11786
"224",18.79,0.24,14.48,0.76,1005.26,18.79,16.09,24.9,"wknd","07",12443
"225",18.54,0.25,14.33,0.77,1006.36,18.54,16.09,23.87,"wknd","08",13074
"226",18.63,0.22,14.39,0.76,1007.71,18.63,16.09,22.32,"wknd","09",13695
"227",19.07,0.33,14.44,0.75,1008.76,19.07,16.09,22.53,"wknd","10",14021
"228",19.63,0.8,14.67,0.73,1009.56,19.63,16.09,21.23,"wknd","11",14113
"229",20.13,0.94,14.97,0.72,1010.42,20.13,16.09,19.41,"wknd","12",14132
"230",21.97,0.61,14.61,0.63,1010.98,21.97,16.09,15.45,"wknd","13",14240
"231",23.52,0.23,14.33,0.56,1011,23.52,16.09,13.16,"wknd","14",14463
"232",23.87,0.13,14.51,0.56,1011.11,23.87,16.09,10.32,"wknd","15",14810
"233",23.83,0.03,14.01,0.54,1011.46,23.83,16.09,9.41,"wknd","16",15020
"234",21.75,0.04,15.01,0.66,1011.25,21.75,16.09,9.16,"wknd","17",14888
"235",20.89,0.11,14.32,0.66,1011.62,20.89,16.09,9.93,"wknd","18",14898
"236",19.68,0.18,15.37,0.76,1012.14,19.67,16.09,10.51,"wknd","19",14685
"237",19.02,0.18,15.53,0.8,1012.25,18.97,16.09,8.98,"wknd","20",14129
"238",18.37,0.18,15.04,0.81,1012.58,18.36,16.09,8.82,"wknd","21",13462
"239",17.85,0.3,14.92,0.83,1012.71,17.84,16.09,7.03,"wknd","22",12689
"240",17.12,0.41,14.92,0.87,1012.39,17.09,16.09,6.1,"wknd","23",11980
"241",17.19,0.45,15.28,0.89,1012.23,17.11,16.09,5.34,"wkday","00",11537
"242",17.32,0.35,15.38,0.89,1011.75,17.22,16.09,6.37,"wkday","01",11212
"243",17.34,0.78,15.69,0.91,1011.82,17.19,16.09,7.63,"wkday","02",11034
"244",17.39,0.45,16.03,0.93,1011.37,17.19,13.63,8.82,"wkday","03",10908
"245",17.02,0.61,15.92,0.94,1010.42,16.82,9.45,9.37,"wkday","04",11052
"246",16.11,0.63,15.12,0.95,1010.13,15.98,9.61,9.85,"wkday","05",11340
"247",15.98,0.63,15.04,0.95,1009.48,15.87,10.67,11.47,"wkday","06",11834
"248",15.84,0.25,14.97,0.95,1009.17,15.72,10.48,13.66,"wkday","07",12497
"249",16.03,0.61,15.28,0.96,1009.22,15.88,12.79,15.35,"wkday","08",13197
"250",16.15,0.72,15.21,0.95,1008.59,16.02,13.62,15.34,"wkday","09",13806
"251",16.56,0.65,15.18,0.92,1009.23,16.45,15.64,14.63,"wkday","10",14166
"252",17.45,0.56,15.62,0.9,1009.43,17.32,16.09,13.31,"wkday","11",14172
"253",18.92,0.81,16.34,0.86,1009.88,18.74,16.09,11.67,"wkday","12",14298
"254",20.41,0.39,16.86,0.81,1010.11,20.21,16.09,7.79,"wkday","13",14276
"255",21.37,0.37,16.03,0.72,1010.07,21.31,16.09,3.28,"wkday","14",14334
"256",20.96,0.72,15.99,0.74,1010.63,20.89,16.09,2.62,"wkday","15",14676
"257",20.12,0.82,16.48,0.8,1011.1,19.97,16.09,5.75,"wkday","16",15058
"258",20.14,0.64,16.46,0.8,1012,19.99,16.09,5.84,"wkday","17",15398
"259",19.43,0.25,15.72,0.8,1012.6,19.36,16.03,5.05,"wkday","18",15673
"260",18.43,0.08,15.43,0.83,1013.07,18.37,16.09,4.02,"wkday","19",15445
"261",17.47,0.03,15.13,0.86,1013.68,17.41,16.09,4.12,"wkday","20",14735
"262",16.84,0.03,15.22,0.91,1014.23,16.74,16.09,3.88,"wkday","21",13833
"263",16.22,0.03,14.98,0.93,1014.93,16.12,16.09,3.4,"wkday","22",12893
"264",15.86,0,14.6,0.93,1015.47,15.81,16.09,6.34,"wkday","23",12194
"265",15.54,0.08,14.32,0.93,1016.09,15.52,16.09,2.09,"wkday","00",11675
"266",14.92,0.01,13.77,0.93,1016.42,14.92,16.09,5.21,"wkday","01",11364
"267",14.26,0.02,13.26,0.94,1016.73,14.26,16.09,4.86,"wkday","02",11267
"268",13.77,0.02,12.82,0.94,1017.06,13.77,16.09,4.33,"wkday","03",11314
"269",13.29,0.02,12.22,0.93,1017.21,13.29,16.09,4.44,"wkday","04",11831
"270",12.93,0.03,12.16,0.95,1017.72,12.93,16.09,4.62,"wkday","05",13225
"271",12.85,0.11,11.96,0.94,1018.18,12.85,16.09,4.55,"wkday","06",14676
"272",12.71,0.11,11.82,0.94,1018.82,12.71,15.61,4.57,"wkday","07",14937
"273",12.85,0.03,11.73,0.93,1019,12.85,16.09,4.96,"wkday","08",15013
"274",14.39,0.16,13.47,0.94,1019.74,14.39,16.09,4.33,"wkday","09",14961
"275",17.56,0.05,13.93,0.79,1019.86,17.56,16.09,3.75,"wkday","10",15234
"276",19.61,0.02,14.16,0.71,1020.1,19.61,16.03,4.49,"wkday","11",15149
"277",21.38,0.12,15.14,0.68,1020.09,21.38,16.09,3.35,"wkday","12",15314
"278",22.31,0.12,13.91,0.59,1020.14,22.31,16.09,3.49,"wkday","13",15323
"279",21.68,0.12,13.19,0.59,1020.3,21.68,16.09,6.2,"wkday","14",15522
"280",22.01,0.15,13.7,0.59,1020,22.01,16.09,7.37,"wkday","15",15908
"281",21.87,0.13,13.59,0.59,1019.95,21.87,16.09,7.13,"wkday","16",16241
"282",20.91,0.11,12.92,0.6,1020.13,20.91,16.09,9.06,"wkday","17",16387
"283",19.9,0.11,11.13,0.57,1020.5,19.9,16.09,11.25,"wkday","18",16746
"284",18.12,0.12,6.81,0.48,1021.16,18.12,16.09,11.94,"wkday","19",16276
"285",17.21,0.09,5.67,0.47,1021.61,17.21,16.09,13.13,"wkday","20",15519
"286",16.64,0.6,5.71,0.48,1021.95,16.64,16.09,13.34,"wkday","21",14303
"287",15.93,0.6,6.3,0.53,1022.39,15.93,16.09,13.81,"wkday","22",13136
"288",15.07,0.06,6.87,0.58,1022.39,15.07,16.09,12.76,"wkday","23",12263
"289",14.4,0.09,7.58,0.64,1022.4,14.4,16.09,13.52,"wkday","00",11742
"290",13.97,0.22,7.72,0.66,1021.99,13.97,16.09,13.26,"wkday","01",11432
"291",13.86,0.62,8.16,0.69,1021.86,13.86,16.09,14.15,"wkday","02",11303
"292",13.97,0.7,8.21,0.68,1021.87,13.97,16.09,14.45,"wkday","03",11325
"293",13.71,0.25,7.14,0.65,1021.91,13.71,16.09,14.68,"wkday","04",11789
"294",13.41,0.17,6.07,0.61,1021.9,13.41,16.09,16.17,"wkday","05",13041
"295",12.97,0.25,5.95,0.62,1022.37,12.97,16.09,16.06,"wkday","06",14505
"296",12.45,0.73,6.17,0.66,1022.9,12.45,16.09,17.17,"wkday","07",14853
"297",12.07,0.77,6.11,0.67,1023.3,12.07,16.09,17.08,"wkday","08",15033
"298",11.86,0.45,5.93,0.67,1023.71,11.86,16.09,20.15,"wkday","09",15076
"299",11.33,0.4,5.9,0.69,1023.8,11.33,16.09,20.57,"wkday","10",15010
"300",11.14,0.63,5.23,0.67,1024.04,11.14,16.09,21.5,"wkday","11",15052
"301",10.8,0.38,5.18,0.68,1024.09,10.8,16.09,21.5,"wkday","12",15058
"302",10.7,0.73,5.12,0.68,1024.43,10.7,16.09,21.71,"wkday","13",14994
"303",11.13,0.87,5.21,0.67,1023.49,11.13,16.09,22.21,"wkday","14",15060
